Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11574,Evolution Worlds,GameCube,2002,Role-Playing,Ubisoft,0.06,0.02,0,0,0.08
11624,Ultimate Fighting Championship: Throwdown,GameCube,2002,Fighting,Ubisoft,0.06,0.02,0,0,0.08
12354,Deathrow: Underground Team Combat,Xbox (2001),2002,Sports,Ubisoft,0.05,0.01,0,0,0.06
12471,Salt Lake 2002,Game Boy Advance,2002,Sports,Ubisoft,0.04,0.02,0,0,0.06
12518,Worms Blast,GameCube,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
12659,Myst III: Exile,Xbox (2001),2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06
12829,Worms World Party,Game Boy Advance,2002,Strategy,Ubisoft,0.04,0.01,0,0,0.05
12952,Dragon's Lair 3D: Return to the Lair,Xbox (2001),2002,Platform,Ubisoft,0.04,0.01,0,0,0.05
12974,Disney's PK: Out of the Shadows,GameCube,2002,Platform,Ubisoft,0.04,0.01,0,0,0.05
13386,Monster Jam: Maximum Destruction,GameCube,2002,Racing,Ubisoft,0.04,0.01,0,0,0.05
13478,Disney's Donald Duck: Goin' Quackers,GameCube,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04
13574,Chessmaster,Game Boy Advance,2002,Misc,Ubisoft,0.03,0.01,0,0,0.04
13775,Mike Tyson Boxing,Game Boy Advance,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04
13830,Tiger Woods PGA Tour Golf,Game Boy Advance,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04
13962,The Sum of All Fears,Game Boy Advance,2002,Shooter,Ubisoft,0.03,0.01,0,0,0.04
15381,Largo Winch .// Commando Sar,Play Station,2002,Adventure,Ubisoft,0.01,0.01,0,0,0.02
15540,The Mummy,Game Boy Advance,2002,Action,Ubisoft,0.01,0,0,0,0.02
15802,Davis Cup Tennis,Game Boy Advance,2002,Sports,Ubisoft,0.01,0,0,0,0.02
15803,Pro Rally,GameCube,2002,Racing,Ubisoft,0.01,0,0,0,0.02
16307,Moto Racer Advance,Game Boy Advance,2002,Racing,Ubisoft,0.01,0,0,0,0.01
8853,Top Gun: Combat ZoNintendo ES,GameCube,2002,Simulation,Titus,0.12,0.03,0,0,0.15
9001,Barbarian,Play Station 2,2002,Fighting,Titus,0.07,0.06,0,0.02,0.14
11009,Top Gun: Firestorm Advance,Game Boy Advance,2002,Shooter,Titus,0.07,0.02,0,0,0.09
15489,Virtual Kasparov,Game Boy Advance,2002,Strategy,Titus,0.01,0.01,0,0,0.02
467,WWE SmackDown! Shut Your Mouth,Play Station 2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
519,WWE SmackDown! vs. Raw,Play Station 2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
749,ATV Offroad Fury 2,Play Station 2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18
788,Scooby-Doo! Night of 100 Frights,Play Station 2,2002,Platform,THQ,1.17,0.72,0,0.22,2.1
802,Tetris Worlds,Play Station 2,2002,Puzzle,THQ,1.11,0.71,0,0.27,2.08
1258,Red Faction II,Play Station 2,2002,Shooter,THQ,0.49,0.78,0,0.23,1.5
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,Game Boy Advance,2002,Platform,THQ,0.92,0.23,0,0.04,1.19
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,Play Station 2,2002,Platform,THQ,0.53,0.41,0,0.14,1.08
2522,Rocket Power: Beach Bandits,Play Station 2,2002,Platform,THQ,0.4,0.31,0,0.1,0.82
2677,Star Wars Episode II: Attack of the CloNintendo ES,Game Boy Advance,2002,Action,THQ,0.55,0.2,0,0.01,0.77
3641,WWF Raw,Xbox (2001),2002,Fighting,THQ,0.4,0.13,0,0.02,0.55
3918,Disney's Kim Possible: Revenge of Monkey Fist,Game Boy Advance,2002,Platform,THQ,0.37,0.14,0,0.01,0.51
4033,WWE Wrestlemania X8,GameCube,2002,Fighting,THQ,0.38,0.1,0,0.01,0.49
4178,Hot Wheels Velocity X,Play Station 2,2002,Racing,THQ,0.23,0.18,0,0.06,0.47
4707,Jimmy Neutron: Boy Sega Genesisius,Play Station 2,2002,Platform,THQ,0.2,0.16,0,0.05,0.41
5110,"Monsters, Inc. Scream Arena",GameCube,2002,Platform,THQ,0.29,0.07,0,0.01,0.37
5341,Rugrats: Royal Ransom,Play Station 2,2002,Platform,THQ,0.17,0.13,0,0.04,0.35
5356,The Wild Thornberrys Movie,Game Boy Advance,2002,Platform,THQ,0.25,0.09,0,0.01,0.34
5939,Spirit: Stallion of the Cimarron,Game Boy Advance,2002,Platform,THQ,0.21,0.08,0,0.01,0.3
5956,Scooby-Doo! Night of 100 Frights,GameCube,2002,Platform,THQ,0.23,0.06,0,0.01,0.3
6169,Rocket Power: Beach Bandits,Game Boy Advance,2002,Platform,THQ,0.2,0.07,0,0.01,0.28
6172,MX SuperFly featuring Ricky Carmichael,Play Station 2,2002,Racing,THQ,0.14,0.11,0,0.04,0.28
6333,WWE Road to WrestleMania X8,Game Boy Advance,2002,Fighting,THQ,0.19,0.07,0,0,0.27
6474,Rugrats: I Gotta Go Party,Game Boy Advance,2002,Action,THQ,0.19,0.07,0,0,0.26
6488,The Adventures of Jimmy Neutron Boy Sega Genesisius vs. Jimmy Negatron,Game Boy Advance,2002,Action,THQ,0.19,0.07,0,0,0.26
6492,Hey Arnold! The Movie,Game Boy Advance,2002,Platform,THQ,0.19,0.07,0,0,0.26
6799,Britney's Dance Beat,Play Station 2,2002,Misc,THQ,0.12,0.09,0,0.03,0.24
7025,Rocket Power: Beach Bandits,GameCube,2002,Platform,THQ,0.18,0.05,0,0.01,0.23
7223,Tetris Worlds,GameCube,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22
7299,Britney's Dance Beat,Game Boy Advance,2002,Misc,THQ,0.15,0.06,0,0,0.22
7405,Summoner 2,Play Station 2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21
7495,Power Rangers: Wild Force,Game Boy Advance,2002,Action,THQ,0.15,0.05,0,0,0.21
7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,GameCube,2002,Platform,THQ,0.15,0.04,0,0.01,0.2
7706,The Fairly Odd Parents: Enter the Cleft,Game Boy Advance,2002,Platform,THQ,0.14,0.05,0,0,0.2
8230,Rugrats: Royal Ransom,GameCube,2002,Platform,THQ,0.13,0.03,0,0,0.17
8421,Matchbox Cross Town Heroes,Game Boy Advance,2002,Racing,THQ,0.12,0.04,0,0,0.17
8474,Hot Wheels Velocity X,Game Boy Advance,2002,Racing,THQ,0.12,0.04,0,0,0.16
9219,Star Wars: Jedi Power Battles,Game Boy Advance,2002,Action,THQ,0.1,0.04,0,0,0.14
10153,Hot Wheels Velocity X,GameCube,2002,Racing,THQ,0.09,0.02,0,0,0.11
10494,G1 Jockey 3,Play Station 2,2002,Sports,THQ,0.02,0.01,0.07,0,0.1
10808,MX SuperFly featuring Ricky Carmichael,Xbox (2001),2002,Racing,THQ,0.07,0.02,0,0,0.1
10870,Altered Beast: Guardian of the Realms,Game Boy Advance,2002,Action,THQ,0.07,0.02,0,0,0.09
10874,MotoGP,Xbox (2001),2002,Racing,THQ,0.07,0.02,0,0,0.09
10973,New LeSega Genesisds,Xbox (2001),2002,Action,THQ,0.07,0.02,0,0,0.09
10988,MX SuperFly featuring Ricky Carmichael,GameCube,2002,Racing,THQ,0.07,0.02,0,0,0.09
11184,Jimmy Neutron: Boy Sega Genesisius,GameCube,2002,Platform,THQ,0.07,0.02,0,0,0.09
11669,GT Advance 3: Pro Concept Racing,Game Boy Advance,2002,Racing,THQ,0.05,0.02,0,0,0.08
11727,Dynasty Warriors 3,Xbox (2001),2002,Action,THQ,0.06,0.02,0,0,0.08
11882,Circus Maximus: Chariot Wars,Xbox (2001),2002,Racing,THQ,0.05,0.02,0,0,0.07
12775,MotoGP,Game Boy Advance,2002,Racing,THQ,0.04,0.01,0,0,0.06
13135,Dark Summit,GameCube,2002,Sports,THQ,0.04,0.01,0,0,0.05
13503,Dark Arena,Game Boy Advance,2002,Shooter,THQ,0.03,0.01,0,0,0.04
13749,Dragon's Lair 3D: Return to the Lair,GameCube,2002,Platform,THQ,0.03,0.01,0,0,0.04
13919,The Ripping Friends,Game Boy Advance,2002,Action,THQ,0.03,0.01,0,0,0.04
15096,Toxic Grind,Xbox (2001),2002,Sports,THQ,0.02,0,0,0,0.02
2074,Dynasty Warriors 3: Xtreme LeSega Genesisds,Play Station 2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1
5881,Romance of the Three Kingdoms VIII,Play Station 2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3
6062,Dynasty Tactics,Play Station 2,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29
7983,La Pucelle: Tactics,Play Station 2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0,0.02,0.19
9589,Nobunaga no Yabou: Ranseiki,Play Station 2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13
11081,Mystic Heroes,GameCube,2002,Action,Tecmo Koei,0.03,0.01,0.04,0,0.09
11125,Crimson Sea,Xbox (2001),2002,Action,Tecmo Koei,0.04,0.01,0.04,0,0.09
11701,P.T.O. IV: Pacific Theater of Operations,Play Station 2,2002,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.08
12368,Mystic Heroes,Play Station 2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12667,Fatal Frame,Xbox (2001),2002,Action,Tecmo Koei,0.04,0.01,0,0,0.06
16129,Monster Rancher Advance 2,Game Boy Advance,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01
3084,Shrek: Hassle at the Castle,Game Boy Advance,2002,Action,TDK Mediactive,0.47,0.17,0,0.01,0.66
3295,Robotech: Battlecry,Play Station 2,2002,Shooter,TDK Mediactive,0.3,0.23,0,0.08,0.61
5827,Shrek Swamp Kart Speedway,Game Boy Advance,2002,Racing,TDK Mediactive,0.22,0.08,0,0.01,0.3
5977,Outlaw Golf,Xbox (2001),2002,Sports,TDK Mediactive,0.22,0.06,0,0.01,0.29
6059,Shrek Super Party,Play Station 2,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29
7352,Robotech: The Macross Saga,Game Boy Advance,2002,Shooter,TDK Mediactive,0.15,0.06,0,0,0.21
7406,The Land Before Time: Big Water Adventure,Play Station,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01,0.21
8385,Shrek Extra Large,GameCube,2002,Platform,TDK Mediactive,0.13,0.03,0,0,0.17
8495,Robotech: Battlecry,GameCube,2002,Shooter,TDK Mediactive,0.13,0.03,0,0,0.16
8710,He-Man: Power of Grayskull,Game Boy Advance,2002,Action,TDK Mediactive,0.11,0.04,0,0,0.16
9487,Shrek Super Party,Xbox (2001),2002,Misc,TDK Mediactive,0.1,0.03,0,0,0.13
9697,Pryzm Chapter One: The Dark Unicorn,Play Station 2,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02,0.12
11437,Outlaw Golf,GameCube,2002,Sports,TDK Mediactive,0.06,0.02,0,0,0.08
12815,SeaBlade,Xbox (2001),2002,Shooter,TDK Mediactive,0.04,0.01,0,0,0.06
15298,Casper: Spirit Dimensions,GameCube,2002,Platform,TDK Mediactive,0.02,0,0,0,0.02
16390,Darkened Skye,GameCube,2002,Adventure,TDK Mediactive,0.01,0,0,0,0.01
7767,Dinotopia: The Timestone Pirates,Game Boy Advance,2002,Action,TDK Core,0.14,0.05,0,0,0.19
25,Grand Theft Auto: Vice City,Play Station 2,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15
810,Spec Ops: Airborne Commando,Play Station,2002,Shooter,Take-Two Interactive,1.54,0.46,0,0.08,2.07
997,State of EmerSega Genesiscy,Play Station 2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76
8818,Serious Sam,Xbox (2001),2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15
11450,SmuSega Game Gearler's Run: WarzoNintendo ES,GameCube,2002,Misc,Take-Two Interactive,0.06,0.02,0,0,0.08
13370,Mafia,PC,2002,Action,Take-Two Interactive,0,0.04,0,0.01,0.05
15782,Big Bass Fishing,Play Station,2002,Action,Take-Two Interactive,0,0,0.02,0,0.02
16096,Grand Theft Auto III,PC,2002,Action,Take-Two Interactive,0,0.01,0,0,0.01
15128,Tokyo Mew Mew,Play Station,2002,Role-Playing,Takara,0,0,0.02,0,0.02
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Play Station 2,2002,Action,Takara,0,0,0.02,0,0.02
10201,Mobile Light Force 2,Play Station 2,2002,Shooter,Taito,0.05,0.04,0,0.01,0.11
11750,Magic Pengel: The Quest for Color,Play Station 2,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07
12896,Lufia: The Ruins of Lore,Game Boy Advance,2002,Role-Playing,Taito,0.04,0.01,0,0,0.05
9191,Enclave,Xbox (2001),2002,Adventure,Swing! Entertainment,0.11,0.03,0,0.01,0.14
14910,Konohana 2: Todoke Kanai Requiem,Play Station 2,2002,Adventure,Success,0,0,0.03,0,0.03
12134,Nichibeikan Pro Yakyuu: Final League,Play Station 2,2002,Sports,SquareSoft,0,0,0.07,0,0.07
13424,World Fantasista,Play Station 2,2002,Sports,SquareSoft,0,0,0.05,0,0.05
9935,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,Play Station 2,2002,Fighting,Spike,0,0,0.12,0,0.12
132,Kingdom Hearts,Play Station 2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4
343,SOCOM: U.S. Navy SEALs,Play Station 2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
362,The Getaway,Play Station 2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
405,Ratchet & Clank,Play Station 2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
1657,Sly Cooper and the Thievius Raccoonus,Play Station 2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21
2151,Dark Cloud 2,Play Station 2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
2168,Shinobi,Play Station 2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96
3215,Ape Escape 2,Play Station 2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63
3543,Jampack Summer 2002,Play Station 2,2002,Misc,Sony Computer Entertainment,0.28,0.22,0,0.07,0.57
3877,Jampack Winter 2002,Play Station 2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.52
4270,The Mark of Kri,Play Station 2,2002,Action,Sony Computer Entertainment,0.22,0.18,0,0.06,0.46
4723,Boku no Natsuyasumi 2: Umi no Bouken Hen,Play Station 2,2002,Adventure,Sony Computer Entertainment,0,0,0.41,0,0.41
5479,Disney's Treasure Planet,Play Station 2,2002,Action,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
5689,"Monsters, Inc.",Play Station 2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.32
5817,Disney's Stitch: Experiment 626,Play Station 2,2002,Action,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
6573,Drakan: The Ancients' Gates,Play Station 2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
6672,WipEout Fusion,Play Station 2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
7020,NCAA GameBreaker 2003,Play Station 2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7123,NBA ShootOut 2003,Play Station 2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7128,NHL FaceOff 2003,Play Station 2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7775,NCAA Final Four 2003,Play Station 2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
8245,Smash Court Tennis Pro Tournament,Play Station 2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17
8471,PoPoLoCrois: Hajimari no Bouken,Play Station 2,2002,Role-Playing,Sony Computer Entertainment,0,0,0.16,0,0.16
9130,World Tour Soccer 2003,Play Station 2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
9169,Ecco the Dolphin: Defender of the Future,Play Station 2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
10487,Dropship: United Peace Force,Play Station 2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1
12856,Dual Hearts,Play Station 2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
13004,Ferrari F355 Challenge,Play Station 2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
14165,Gacharoku,Play Station 2,2002,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03
15014,Peter Pan in Disney's Return to Never Land,Play Station,2002,Platform,Sony Computer Entertainment,0.01,0.01,0,0,0.02
10255,Outlaw Golf: Nine Holes of Christmas,Xbox (2001),2002,Sports,Simon & Schuster Interactive,0.08,0.02,0,0,0.11
962,Virtua Fighter 4,Play Station 2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
965,Sonic Advance 2,Game Boy Advance,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8
1650,NBA 2K2,Play Station 2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22
1978,NBA 2K3,Play Station 2,2002,Sports,Sega,0.51,0.4,0,0.13,1.05
3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,Play Station 2,2002,Sports,Sega,0,0,0.55,0,0.55
3875,NFL 2K3,Xbox (2001),2002,Sports,Sega,0.38,0.11,0,0.02,0.52
4902,The House of The Dead III,Xbox (2001),2002,Shooter,Sega,0.29,0.08,0,0.01,0.39
5009,Headhunter,Play Station 2,2002,Action,Sega,0.19,0.15,0,0.05,0.38
5665,NBA 2K3,Xbox (2001),2002,Sports,Sega,0.24,0.07,0,0.01,0.32
6060,"Sakura Wars 4: Koi Seyo,Otome",Dreamcasr,2002,Adventure,Sega,0,0,0.29,0,0.29
6457,Panzer Dragoon Orta,Xbox (2001),2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26
6876,NCAA College Basketball 2K3,Play Station 2,2002,Sports,Sega,0.12,0.09,0,0.03,0.24
6992,World Series Baseball,Xbox (2001),2002,Sports,Sega,0.17,0.05,0,0.01,0.23
7281,NFL 2K3,GameCube,2002,Sports,Sega,0.17,0.04,0,0.01,0.22
7443,JSRF: Jet Set Radio Future,Xbox (2001),2002,Action,Sega,0.13,0.04,0.03,0.01,0.21
7470,NHL 2K3,Play Station 2,2002,Sports,Sega,0.1,0.08,0,0.03,0.21
7529,Crazy Taxi 3: High Roller,Xbox (2001),2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2
7581,NBA 2K2,Xbox (2001),2002,Sports,Sega,0.15,0.04,0,0.01,0.2
7968,Sega GT 2002,Xbox (2001),2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19
8203,NFL 2K2,Xbox (2001),2002,Sports,Sega,0.13,0.04,0,0.01,0.18
8224,SEGA Bass Fishing Duel,Play Station 2,2002,Sports,Sega,0.09,0.07,0,0.02,0.17
8688,NBA 2K3,GameCube,2002,Sports,Sega,0.12,0.03,0,0,0.16
9080,NCAA College Basketball 2K3,Xbox (2001),2002,Sports,Sega,0.11,0.03,0,0.01,0.14
9355,Baseball Advance,Game Boy Advance,2002,Sports,Sega,0.1,0.04,0,0,0.13
9526,Otogi: Myth of Demons,Xbox (2001),2002,Action,Sega,0.08,0.02,0.03,0,0.13
9826,Sega Soccer Slam,Play Station 2,2002,Sports,Sega,0.06,0.05,0,0.02,0.12
9879,NBA 2K2,GameCube,2002,Sports,Sega,0.09,0.02,0,0,0.12
9988,NHL 2K3,Xbox (2001),2002,Sports,Sega,0.09,0.02,0,0,0.12
10021,ToeJam & Earl III: Mission to Earth,Xbox (2001),2002,Action,Sega,0.09,0.02,0,0,0.11
10135,Home Run King,GameCube,2002,Sports,Sega,0.09,0.02,0,0,0.11
10592,Beach Spikers: Virtua Beach Volleyball,GameCube,2002,Sports,Sega,0.08,0.02,0,0,0.1
11826,Aero Elite: Combat Academy,Play Station 2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07
11920,NCAA College Football 2K3,GameCube,2002,Sports,Sega,0.05,0.01,0,0,0.07
12121,Sega Soccer Slam,GameCube,2002,Sports,Sega,0.05,0.01,0,0,0.07
12342,The Pinball of the Dead,Game Boy Advance,2002,Misc,Sega,0.05,0.02,0,0,0.06
12867,Sega Soccer Slam,Xbox (2001),2002,Sports,Sega,0.04,0.01,0,0,0.05
12966,Virtua Striker 2002,GameCube,2002,Sports,Sega,0.01,0,0.03,0,0.05
14556,CulDreamcasrept,Play Station 2,2002,Strategy,Sega,0.01,0.01,0,0,0.03
15647,NHL 2K3,GameCube,2002,Sports,Sega,0.01,0,0,0,0.02
2402,Conflict: Desert Storm,Xbox (2001),2002,Shooter,SCi,0.48,0.37,0,0.02,0.87
5322,Guilty Gear X2,Play Station 2,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35
6164,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Play Station 2,2002,Misc,Sammy Corporation,0,0,0.28,0,0.28
7635,Jissen Pachi-Slot Hisshouhou! Aladdin A,Play Station 2,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2
11929,Galerians: Ash,Play Station 2,2002,Adventure,Sammy Corporation,0.03,0.03,0,0.01,0.07
12550,Guilty Gear X: Advance Edition,Game Boy Advance,2002,Fighting,Sammy Corporation,0.04,0.02,0,0,0.06
16273,SmuSega Game Gearler's Run,Game Boy Advance,2002,Racing,Rebellion,0.01,0,0,0,0.01
2418,Rocky,Play Station 2,2002,Fighting,Rage Software,0.42,0.33,0,0.11,0.86
8872,Rocky,Xbox (2001),2002,Fighting,Rage Software,0.11,0.03,0,0.01,0.15
10117,Gun Metal,Xbox (2001),2002,Shooter,Rage Software,0.08,0.02,0,0,0.11
10845,Rocky,GameCube,2002,Fighting,Rage Software,0.07,0.02,0,0,0.09
11951,Totaled!,Xbox (2001),2002,Racing,Rage Software,0.05,0.02,0,0,0.07
15202,Natsuiro no Sunadokei,Play Station 2,2002,Adventure,Princess Soft,0,0,0.02,0,0.02
13516,The King of Fighters 2000,Play Station 2,2002,Fighting,Playmore,0,0,0.04,0,0.04
12309,Kururin Paradise,Game Boy Advance,2002,Puzzle,Playlogic,0,0,0.06,0,0.06
1963,Seek and Destroy,Play Station 2,2002,Racing,Play It,0.52,0.4,0,0.14,1.06
11002,Road Trip,Play Station 2,2002,Racing,Play It,0.04,0.03,0,0.01,0.09
13058,Phantom Crash,Xbox (2001),2002,Simulation,Phantagram,0.03,0.01,0.01,0,0.05
6443,Lowrider,Play Station 2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26
11241,Million God,Play Station 2,2002,Misc,Nippon Amuse,0,0,0.09,0,0.09
26,Pokemon Ruby/Pokemon Sapphire,Game Boy,2002,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85
136,Super Mario Sunshine,GameCube,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31
233,The LeSega Genesisd of Zelda: The Wind Waker,GameCube,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6
493,Super Mario World 2: Yoshi's Island,Game Boy Advance,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
520,Metroid Prime,GameCube,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
552,The LeSega Genesisd of Zelda: A Link to the Past,Game Boy Advance,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
627,Mario Party 4,GameCube,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
710,Kirby: Nightmare in Dream Land,Game Boy Advance,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
921,Star Fox Adventures,GameCube,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
1083,Metroid Fusion,Game Boy Advance,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
1646,Golden Sun: The Lost Age,Game Boy Advance,2002,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22
3330,Game & Watch Gallery 4,Game Boy Advance,2002,Misc,Nintendo,0.43,0.16,0,0.01,0.61
4176,Densetsu no Stafi,Game Boy Advance,2002,Platform,Nintendo,0,0,0.46,0.01,0.47
4479,Eternal DarkNintendo ESs: Sanity's Requiem,GameCube,2002,Adventure,Nintendo,0.34,0.09,0,0.01,0.44
4904,Fire Emblem: Fuuin no Tsurugi,Game Boy Advance,2002,Role-Playing,Nintendo,0,0,0.39,0,0.39
5135,Pac-Man World 2,GameCube,2002,Action,Nintendo,0.28,0.07,0,0.01,0.37
5193,Hamtaro: Ham-Ham Heartbreak,Game Boy Advance,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36
6765,NBA Courtside 2002,GameCube,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25
7272,Disney's Magical Quest Starring Mickey and Minnie,Game Boy Advance,2002,Action,Nintendo,0.16,0.06,0,0,0.22
7803,Disney's Magical Mirror Starring Mickey Mouse,GameCube,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19
8452,Cubivore: Survival of the Fittest,GameCube,2002,Adventure,Nintendo,0.01,0,0.15,0,0.17
9052,Doshin the Giant,GameCube,2002,Simulation,Nintendo,0,0,0.14,0,0.14
6531,Dora the Explorer: The Search for Pirate Pig's Treasure,Game Boy Advance,2002,Adventure,NewKiDreamcasro,0.19,0.07,0,0,0.26
9990,Die Hard: Vendetta,GameCube,2002,Shooter,NDA Productions,0.09,0.02,0,0,0.12
6718,Medabots AX: Metabee,Game Boy Advance,2002,Role-Playing,Natsume,0.18,0.07,0,0,0.25
8229,Mark Davis Pro Bass Challenge,Play Station 2,2002,Sports,Natsume,0.09,0.07,0,0.02,0.17
12830,Medabots: Metabee,Game Boy Advance,2002,Role-Playing,Natsume,0.04,0.01,0,0,0.05
386,Tekken 4,Play Station 2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
1017,Xenosaga Episode I: Der Wille zur Macht,Play Station 2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
1242,Pac-Man World 2,Play Station 2,2002,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51
2593,Tales of Destiny 2,Play Station 2,2002,Role-Playing,Namco Bandai Games,0,0,0.8,0,0.8
2708,Taiko no Tatsujin: Tatakon de Dodon ga Don,Play Station 2,2002,Misc,Namco Bandai Games,0,0,0.76,0,0.76
3237,Namco Museum,GameCube,2002,Misc,Namco Bandai Games,0.48,0.13,0,0.02,0.63
3367,From TV Animation One Piece: Grand Battle 2,Play Station,2002,Fighting,Namco Bandai Games,0,0,0.56,0.04,0.6
3549,SD Gundam G Sega Genesiseration Neo,Play Station 2,2002,Strategy,Namco Bandai Games,0,0,0.57,0,0.57
4068,Pac-Man World 2,Xbox (2001),2002,Action,Namco Bandai Games,0.36,0.11,0,0.02,0.49
4897,Mobile Suit Gundam: Lost War Chronicles,Play Station 2,2002,Shooter,Namco Bandai Games,0,0,0.39,0,0.39
5006,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,Play Station 2,2002,Strategy,Namco Bandai Games,0,0,0.38,0,0.38
6007,From TV Animation One Piece: Treasure Battle!,GameCube,2002,Fighting,Namco Bandai Games,0,0,0.28,0.01,0.29
